ID;year;loan_limit;Gender;approv_in_adv;loan_type;loan_purpose;Credit_Worthiness;open_credit;business_or_commercial;loan_amount;rate_of_interest;Interest_rate_spread;Upfront_charges;term;Neg_ammortization;interest_only;lump_sum_payment;property_value;construction_type;occupancy_type;Secured_by;total_units;income;credit_type;Credit_Score;co_applicant_credit_type;age;submission_of_application;LTV;Region;Security_Type;Status;dtir1
166752;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;406500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;13260;EQUI;849;EXP;45-54;to_inst;;North;direct;1;
166773;2019;cf;Male;pre;type2;p1;l1;nopc;b/c;146500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;720;EQUI;649;EXP;45-54;to_inst;;North;direct;1;
166799;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;226500;1604.66;1796.95;3224.99;120;not_neg;not_int;lpsm;497893;sb;ir;home;1U;18180;EQUI;698;EXP;55-64;to_inst;;south;direct;1;
166821;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;156500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;ir;home;1U;3360;EQUI;679;EXP;25-34;to_inst;;North;direct;1;
166836;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;256500;1604.66;1796.95;3224.99;240;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;5520;EQUI;555;EXP;45-54;to_inst;;North;direct;1;
166844;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6780;EQUI;556;EXP;45-54;not_inst;;North;direct;1;
166907;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;346500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5640;EQUI;822;EXP;>74;not_inst;;central;direct;1;
166951;2019;ncf;Male;nopre;type3;p4;l1;nopc;nob/c;166500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3180;EQUI;508;EXP;65-74;to_inst;;central;direct;1;
166954;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;2880;EQUI;619;EXP;>74;to_inst;;North;direct;1;
166993;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;346500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;6900;EQUI;820;EXP;35-44;not_inst;;North;direct;1;
167053;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;406500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4800;EQUI;546;EXP;25-34;not_inst;;North;direct;1;
167074;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;566500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7800;EQUI;795;EXP;25-34;not_inst;;south;direct;1;
167187;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;566500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;8580;EQUI;867;EXP;25-34;not_inst;;south;direct;1;
167224;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;180;not_neg;not_int;lpsm;497893;sb;pr;home;1U;11400;EQUI;525;EXP;65-74;not_inst;;North;direct;1;
167259;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;256500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6000;EQUI;603;EXP;45-54;not_inst;;south;direct;1;
167339;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;186500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;2700;EQUI;867;EXP;45-54;to_inst;;North;direct;1;
167395;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;226500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2280;EQUI;811;EXP;>74;to_inst;;North;direct;1;
167562;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;76500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;ir;home;1U;27540;EQUI;844;EXP;55-64;to_inst;;North;direct;1;
167589;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;266500;1604.66;1796.95;3224.99;324;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2700;EQUI;738;EXP;25-34;to_inst;;North;direct;1;
167593;2019;cf;Male;pre;type1;p4;l1;nopc;nob/c;276500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;9900;EQUI;707;EXP;35-44;to_inst;;North;direct;1;
167597;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;686500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;18780;EQUI;562;EXP;35-44;not_inst;;North;direct;1;
167602;2019;ncf;Male;pre;type1;p3;l1;nopc;nob/c;246500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4860;EQUI;819;EXP;55-64;to_inst;;North;direct;1;
167630;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;606500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6540;EQUI;864;EXP;45-54;not_inst;;south;direct;1;
167667;2019;cf;Male;pre;type3;p3;l1;nopc;nob/c;186500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;1560;EQUI;637;EXP;>74;to_inst;;central;direct;1;
167727;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;206500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5880;EQUI;774;EXP;45-54;to_inst;;North;direct;1;
167839;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;176500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;4380;EQUI;754;EXP;65-74;to_inst;;North;direct;1;
167869;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;626500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;3U;24060;EQUI;556;EXP;55-64;not_inst;;south;direct;1;
167930;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;86500;1604.66;1796.95;3224.99;300;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7020;EQUI;572;EXP;>74;to_inst;;North;direct;1;
168015;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;446500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;0;EQUI;757;EXP;35-44;to_inst;;North;direct;1;
168039;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;276500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3900;EQUI;651;EXP;25-34;not_inst;;North;direct;1;
168105;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;206500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3000;EQUI;511;EXP;25-34;to_inst;;central;direct;1;
168128;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;5160;EQUI;735;EXP;35-44;to_inst;;North;direct;1;
168146;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;256500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3660;EQUI;733;EXP;55-64;to_inst;;central;direct;1;
168149;2019;cf;Male;pre;type1;p4;l1;nopc;nob/c;456500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4860;EQUI;616;EXP;45-54;to_inst;;North-East;direct;1;
168153;2019;cf;Male;nopre;type1;p3;l2;nopc;nob/c;106500;1604.66;1796.95;3224.99;300;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4860;EQUI;884;EXP;55-64;to_inst;;North;direct;1;
168210;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;456500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;12600;EQUI;631;EXP;35-44;not_inst;;North;direct;1;
168213;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;286500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;646;EXP;35-44;to_inst;;North;direct;1;
168236;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;406500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7320;EQUI;542;EXP;65-74;to_inst;;south;direct;1;
168262;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;516500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;11400;EQUI;511;EXP;35-44;to_inst;;North;direct;1;
168272;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;486500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6960;EQUI;751;EXP;45-54;to_inst;;south;direct;1;
168289;2019;cf;Male;pre;type2;p4;l1;nopc;b/c;246500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4680;EQUI;587;EXP;45-54;to_inst;;North;direct;1;
168290;2019;cf;Male;pre;type1;p4;l1;nopc;nob/c;296500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;8820;EQUI;724;EXP;35-44;not_inst;;south;direct;1;
168313;2019;cf;Male;nopre;type1;p1;l2;nopc;nob/c;166500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;1680;EQUI;598;EXP;35-44;to_inst;;North;direct;1;
168315;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;196500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5520;EQUI;879;EXP;35-44;to_inst;;North;direct;1;
168335;2019;cf;Male;pre;type3;p3;l1;nopc;nob/c;216500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5220;EQUI;651;EXP;65-74;to_inst;;North;direct;1;
168336;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;86500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4320;EQUI;699;EXP;55-64;to_inst;;North;direct;1;
168398;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;436500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;7020;EQUI;685;EXP;35-44;not_inst;;North;direct;1;
168406;2019;ncf;Male;nopre;type1;p3;l1;nopc;nob/c;566500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6840;EQUI;552;EXP;>74;to_inst;;North;direct;1;
168484;2019;cf;Male;pre;type1;p1;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4140;EQUI;547;EXP;45-54;to_inst;;south;direct;1;
168505;2019;cf;Male;pre;type1;p4;l1;nopc;nob/c;216500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3600;EQUI;816;EXP;55-64;to_inst;;North;direct;1;
168512;2019;cf;Male;nopre;type2;p3;l2;nopc;b/c;166500;1604.66;1796.95;3224.99;300;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;2820;EQUI;725;EXP;45-54;to_inst;;North;direct;1;
168550;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;396500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5700;EQUI;538;EXP;55-64;not_inst;;North;direct;1;
168564;2019;cf;Male;nopre;type1;p2;l1;nopc;nob/c;76500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2520;EQUI;810;EXP;65-74;to_inst;;North;direct;1;
168596;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;406500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;8940;EQUI;776;EXP;35-44;to_inst;;North;direct;1;
168597;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;156500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3300;EQUI;780;EXP;45-54;to_inst;;North;direct;1;
168599;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5520;EQUI;509;EXP;55-64;to_inst;;North;direct;1;
168607;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;366500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;5880;EQUI;768;EXP;45-54;not_inst;;North;direct;1;
168641;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;376500;1604.66;1796.95;3224.99;300;neg_amm;int_only;not_lpsm;497893;sb;pr;home;1U;4020;EQUI;740;EXP;65-74;to_inst;;south;direct;1;
168654;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;486500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;9000;EQUI;764;EXP;45-54;not_inst;;south;direct;1;
168690;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;476500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6840;EQUI;570;EXP;35-44;to_inst;;south;direct;1;
168730;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;256500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4440;EQUI;623;EXP;45-54;not_inst;;south;direct;1;
168733;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;296500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6780;EQUI;510;EXP;55-64;not_inst;;North;direct;1;
168751;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;256500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;5520;EQUI;826;EXP;45-54;to_inst;;North;direct;1;
168757;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;156500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;1740;EQUI;679;EXP;55-64;to_inst;;North;direct;1;
168802;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;336500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3300;EQUI;764;EXP;55-64;not_inst;;North;direct;1;
168886;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4440;EQUI;614;EXP;45-54;to_inst;;south;direct;1;
168920;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;86500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;1020;EQUI;865;EXP;35-44;to_inst;;North;direct;1;
168922;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;486500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;7500;EQUI;624;EXP;55-64;not_inst;;North;direct;1;
168946;2019;cf;Male;pre;type2;p1;l1;nopc;b/c;326500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;12060;EQUI;741;EXP;45-54;to_inst;;North;direct;1;
168979;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;426500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;6240;EQUI;685;EXP;25-34;to_inst;;south;direct;1;
169013;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;186500;1604.66;1796.95;3224.99;324;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;2640;EQUI;649;EXP;>74;to_inst;;North;direct;1;
169053;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;396500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5280;EQUI;796;EXP;45-54;not_inst;;North;direct;1;
169087;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;356500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4020;EQUI;776;EXP;65-74;to_inst;;North;direct;1;
169112;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;436500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4380;EQUI;723;EXP;35-44;not_inst;;North;direct;1;
169116;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2940;EQUI;681;EXP;25-34;to_inst;;North;direct;1;
169128;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;286500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4980;EQUI;546;EXP;35-44;to_inst;;North;direct;1;
169197;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;146500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;2940;EQUI;762;EXP;25-34;not_inst;;North;direct;1;
169247;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;366500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;7620;EQUI;821;EXP;45-54;to_inst;;North;direct;1;
169295;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;486500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;sr;home;1U;14700;EQUI;550;EXP;35-44;not_inst;;south;direct;1;
169305;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;496500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7560;EQUI;820;EXP;35-44;not_inst;;south;direct;1;
169318;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;696500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;11280;EQUI;564;EXP;45-54;not_inst;;south;direct;1;
169375;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;406500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;ir;home;1U;4320;EQUI;860;EXP;65-74;not_inst;;North;direct;1;
169394;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;446500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;0;EQUI;760;EXP;35-44;not_inst;;North;direct;1;
169419;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;256500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;2640;EQUI;727;EXP;35-44;not_inst;;south;direct;1;
169521;2019;ncf;Male;pre;type2;p1;l1;nopc;b/c;116500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3120;EQUI;512;EXP;25-34;to_inst;;North;direct;1;
169680;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;376500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;4800;EQUI;723;EXP;45-54;to_inst;;North;direct;1;
169683;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;486500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;10800;EQUI;586;EXP;45-54;not_inst;;North;direct;1;
169770;2019;cf;Male;nopre;type1;p2;l1;nopc;nob/c;106500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2160;EQUI;553;EXP;55-64;to_inst;;North;direct;1;
169799;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;376500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;3180;EQUI;544;EXP;55-64;not_inst;;North;direct;1;
169815;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;346500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3240;EQUI;591;EXP;65-74;to_inst;;North;direct;1;
169819;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;246500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6540;EQUI;842;EXP;65-74;to_inst;;central;direct;1;
169825;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;706500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7260;EQUI;541;EXP;55-64;to_inst;;North;direct;1;
169845;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;616500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;11040;EQUI;675;EXP;25-34;not_inst;;North;direct;1;
169875;2019;cf;Male;pre;type1;p1;l1;nopc;nob/c;126500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2640;EQUI;670;EXP;45-54;to_inst;;North;direct;1;
169882;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;316500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;3660;EQUI;690;EXP;35-44;not_inst;;south;direct;1;
169956;2019;cf;Male;nopre;type3;p1;l1;nopc;nob/c;246500;1604.66;1796.95;3224.99;240;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5700;EQUI;849;EXP;55-64;not_inst;;central;direct;1;
169959;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;276500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;724;EXP;55-64;not_inst;;North;direct;1;
170010;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;966500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;3U;8940;EQUI;772;EXP;65-74;not_inst;;North;direct;1;
170074;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;236500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2880;EQUI;606;EXP;35-44;not_inst;;south;direct;1;
170158;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;146500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4080;EQUI;534;EXP;45-54;to_inst;;North;direct;1;
170169;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;106500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4080;EQUI;781;EXP;65-74;to_inst;;central;direct;1;
170234;2019;cf;Male;nopre;type1;p3;l2;nopc;nob/c;206500;1604.66;1796.95;3224.99;300;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3240;EQUI;705;EXP;55-64;to_inst;;south;direct;1;
170270;2019;cf;Male;nopre;type3;p1;l1;nopc;nob/c;246500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3120;EQUI;645;EXP;65-74;to_inst;;south;direct;1;
170274;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;446500;1604.66;1796.95;3224.99;300;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;8400;EQUI;617;EXP;35-44;to_inst;;south;direct;1;
170375;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;286500;1604.66;1796.95;3224.99;240;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5580;EQUI;533;EXP;55-64;to_inst;;North;direct;1;
170395;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;476500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4320;EQUI;668;EXP;55-64;to_inst;;North;direct;1;
170437;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;256500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;7920;EQUI;621;EXP;55-64;to_inst;;North;direct;1;
170468;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;176500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2280;EQUI;532;EXP;>74;to_inst;;North;direct;1;
170474;2019;cf;Male;pre;type3;p3;l1;nopc;nob/c;386500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4260;EQUI;529;EXP;55-64;to_inst;;North;direct;1;
170610;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;246500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3120;EQUI;743;EXP;35-44;not_inst;;North-East;direct;1;
170649;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;176500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2820;EQUI;900;EXP;45-54;to_inst;;North;direct;1;
170698;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;326500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;3660;EQUI;613;EXP;35-44;to_inst;;North;direct;1;
170709;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;226500;1604.66;1796.95;3224.99;180;not_neg;not_int;lpsm;497893;sb;pr;home;1U;4320;EQUI;738;EXP;35-44;not_inst;;North;direct;1;
170711;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;466500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;3U;4320;EQUI;504;EXP;45-54;not_inst;;North;direct;1;
170730;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;146500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3360;EQUI;532;EXP;65-74;to_inst;;North;direct;1;
170732;2019;cf;Male;pre;type1;p4;l1;nopc;nob/c;456500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4560;EQUI;507;EXP;65-74;to_inst;;North;direct;1;
170757;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;486500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6000;EQUI;514;EXP;>74;to_inst;;North;direct;1;
170781;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;126500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;ir;home;1U;2820;EQUI;853;EXP;45-54;to_inst;;south;direct;1;
170816;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;256500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;sr;home;1U;32040;EQUI;883;EXP;65-74;to_inst;;North;direct;1;
